,Distribution,Keywords
0,45.58914250462677,'mindfulness''course''teacher''train''practice''teacher train''breathworks''meditation''teach''stress'
1,39.54349167180752,'pain''chronic''condition''chronic pain''pain condition''identify''currently''identify chronic''currently identify''experience'
2,14.8673658235657,'stress''work''anxiety''mindfulness''life''depression''stress work''recommend''help''job'
