,Distribution,Keywords
0,29.703886489821095,'anxiety''stress''mindfulness''work''pain''course''experience''life''help''year'
1,2.652683528685996,'anxiety''life''stress''help''trainer''learn''resilience''desire''mindfulness''recommendation'
2,28.192473781616282,'pain''condition''chronic''chronic pain''currently''pain condition''identify''currently identify''identify chronic''mindfulness'
3,8.420727945712523,'pain''chronic''help''chronic pain''stress''mindfulness''persistent''persistent pain''experience persistent''pain month'
4,31.030228254164093,'course''mindfulness''teacher''train''breathworks''teacher train''practice''pain''stress''experience'
